epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
135,14374.1,0.5395,0.0285,0.00207,0.99516,0.99438,0.99461,0.86733,0.88534,0.04303,0.00878,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,14474.2,0.53853,0.02854,0.00203,0.99533,0.99251,0.99459,0.86802,0.88396,0.04351,0.00876,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,14573.6,0.53218,0.02829,0.00199,0.99423,0.99307,0.9944,0.86857,0.88272,0.04399,0.00875,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,14672.8,0.53342,0.02923,0.00198,0.99467,0.9928,0.99444,0.868,0.88367,0.04405,0.00879,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,14773.1,0.53299,0.0285,0.00194,0.99428,0.99462,0.99457,0.86746,0.88475,0.0442,0.0088,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,14873.3,0.5311,0.02775,0.00188,0.99321,0.99438,0.99459,0.86719,0.88437,0.04448,0.0088,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,14973.1,0.52203,0.02774,0.0019,0.99379,0.99404,0.9946,0.86748,0.88494,0.04495,0.00879,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,15073.4,0.53361,0.028,0.00189,0.99396,0.99406,0.99462,0.86808,0.88397,0.04442,0.00879,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,15174.6,0.53642,0.02766,0.00183,0.99326,0.99457,0.99462,0.86715,0.8853,0.04474,0.00879,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,15274.8,0.50335,0.02625,0.00177,0.9945,0.99321,0.99462,0.8677,0.88556,0.04475,0.00881,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,15374.6,0.50404,0.02704,0.00184,0.99512,0.99361,0.99461,0.86868,0.8839,0.04526,0.00881,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,15475,0.50858,0.0269,0.0018,0.99431,0.99384,0.99467,0.86849,0.88506,0.04413,0.0088,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,15575.7,0.50663,0.02644,0.00176,0.99521,0.99281,0.99465,0.86815,0.88531,0.04504,0.0088,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,15675.4,0.49789,0.02649,0.00181,0.99557,0.99296,0.99465,0.86888,0.88512,0.04471,0.0088,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,15776,0.50562,0.02685,0.00171,0.99479,0.99315,0.99459,0.86886,0.88472,0.04498,0.00881,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,15876,0.49789,0.02642,0.00172,0.99468,0.99277,0.99459,0.86873,0.88486,0.04508,0.00881,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
